,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA,ExterQual_Ex,BsmtQual_TA
249,6,1958,2006,1444.0,1444.0,2144.0,2,7.0,2.0,389.0,277000.0,0,0,0,0,0,0
250,3,1940,1966,728.0,1306.0,1306.0,1,6.0,0.0,0.0,76500.0,1,0,0,0,0,1
251,8,2006,2007,1573.0,1625.0,1625.0,2,5.0,2.0,538.0,235000.0,0,0,0,0,0,0
252,6,2004,2004,798.0,798.0,1640.0,2,6.0,2.0,520.0,173000.0,0,0,0,0,0,0
253,6,1964,1991,1302.0,1302.0,1302.0,2,7.0,1.0,309.0,158000.0,1,0,0,0,0,0
254,5,1957,1957,1314.0,1314.0,1314.0,1,5.0,1.0,294.0,145000.0,1,0,0,1,0,1
255,7,1999,1999,975.0,1005.0,2291.0,2,8.0,2.0,429.0,230000.0,0,0,0,0,0,0
256,6,2003,2003,864.0,864.0,1728.0,2,7.0,2.0,673.0,207500.0,0,0,0,0,0,0
257,7,2006,2006,1604.0,1604.0,1604.0,2,8.0,2.0,660.0,220000.0,0,0,0,0,0,0
258,7,2001,2001,963.0,963.0,1792.0,2,7.0,2.0,564.0,231500.0,0,0,0,0,0,0
259,5,1956,1956,42.0,882.0,882.0,1,4.0,1.0,308.0,97000.0,1,0,0,1,0,0
260,6,1962,1962,1362.0,1382.0,1382.0,1,6.0,2.0,884.0,176000.0,1,0,0,1,0,1
261,8,2007,2007,1482.0,1482.0,2574.0,2,10.0,3.0,868.0,276000.0,0,1,1,0,0,0
262,6,1977,1995,506.0,1212.0,1212.0,1,6.0,2.0,492.0,151000.0,1,0,0,1,0,0
263,5,1929,2001,926.0,926.0,1316.0,1,6.0,2.0,484.0,130000.0,1,0,0,1,0,1
264,5,1925,2004,680.0,764.0,764.0,1,4.0,2.0,504.0,73000.0,1,0,0,1,0,0
265,6,1981,1981,1422.0,1422.0,1422.0,2,7.0,2.0,576.0,175500.0,1,0,0,0,0,0
266,6,1997,1997,802.0,802.0,1511.0,2,8.0,2.0,413.0,185000.0,1,0,0,1,0,0
267,5,1939,1997,720.0,1052.0,2192.0,2,8.0,1.0,240.0,179500.0,1,0,0,0,0,1
268,5,1940,1955,740.0,778.0,778.0,1,4.0,1.0,924.0,120500.0,1,0,0,1,0,1
269,6,1976,1976,1143.0,1113.0,1113.0,1,6.0,1.0,504.0,148000.0,1,0,0,1,0,1
270,8,2006,2006,1095.0,1095.0,1939.0,2,8.0,3.0,938.25,266000.0,0,0,0,0,0,0
271,7,1954,2005,1385.0,1363.0,1363.0,1,5.0,2.0,439.0,241500.0,1,0,0,1,0,0
272,8,1999,2007,1152.0,1164.0,2270.0,2,9.0,3.0,671.0,290000.0,0,0,0,0,0,0
273,6,1958,1988,1240.0,1632.0,1632.0,2,6.0,1.0,338.0,139000.0,1,0,0,1,0,1
274,5,1982,1982,816.0,816.0,816.0,1,5.0,1.0,264.0,124500.0,1,0,0,1,0,1
275,7,1925,2007,952.0,952.0,1548.0,2,5.0,2.0,672.0,205000.0,0,0,1,0,0,1
276,7,2003,2003,1560.0,1560.0,1560.0,2,7.0,2.0,573.0,201000.0,0,1,0,0,0,0
277,4,1951,1951,864.0,864.0,864.0,1,4.0,2.0,400.0,141000.0,1,0,0,1,0,1
278,9,2006,2007,2052.0,2121.0,2121.0,2,8.0,3.0,732.0,340037.5,0,1,1,0,1,0
279,7,1977,1977,1160.0,1156.0,2022.0,2,8.0,2.0,505.0,192000.0,1,0,0,1,0,0
280,7,1989,1989,807.0,1175.0,1982.0,2,7.0,2.0,575.0,228500.0,0,0,0,0,0,0
281,6,2006,2006,1262.0,1262.0,1262.0,2,5.0,2.0,572.0,185000.0,0,0,0,0,0,0
282,7,2007,2008,1314.0,1314.0,1314.0,2,6.0,2.0,626.0,207500.0,0,0,0,0,0,0
283,8,2008,2009,1468.0,1468.0,1468.0,2,6.0,3.0,898.0,244600.0,0,0,0,0,0,0
284,6,1992,1992,1575.0,1575.0,1575.0,2,5.0,2.0,529.0,179200.0,0,0,0,0,0,0
285,7,2006,2007,625.0,625.0,1250.0,2,5.0,2.0,528.0,164700.0,0,0,0,0,0,0
286,6,1962,1981,912.0,1085.0,1734.0,1,7.0,2.0,440.0,159000.0,1,0,0,0,0,1
287,4,1971,1971,858.0,858.0,858.0,1,5.0,0.0,0.0,88000.0,1,0,0,1,0,1
288,5,1967,1967,882.0,900.0,900.0,1,5.0,1.0,280.0,122000.0,1,0,0,1,0,1
289,6,1915,2003,698.0,698.0,1396.0,1,7.0,1.0,384.0,153575.0,1,0,0,1,0,1
290,8,2006,2006,1079.0,1079.0,1919.0,2,8.0,2.0,685.0,233230.0,0,0,0,0,0,0
291,5,1912,2000,780.0,936.0,1716.0,2,9.0,0.0,0.0,135900.0,1,0,0,0,0,1
292,5,1949,2008,768.0,1148.0,1716.0,1,8.0,1.0,281.0,131000.0,1,0,0,1,0,1
293,7,1977,1994,795.0,1468.0,2263.0,2,9.0,2.0,539.0,235000.0,1,0,0,0,0,1
294,6,1953,1953,1416.0,1644.0,1644.0,1,7.0,2.0,418.0,167000.0,1,0,0,1,0,1
295,6,1984,1984,1003.0,1003.0,1003.0,1,6.0,2.0,588.0,142500.0,1,0,0,1,0,1
296,5,1950,1950,910.0,910.0,1558.0,1,6.0,1.0,282.0,152000.0,1,0,0,1,0,1
297,7,1997,1998,975.0,975.0,1950.0,2,7.0,2.0,576.0,239000.0,0,0,0,0,0,0
298,6,1968,1968,702.0,1041.0,1743.0,1,7.0,2.0,539.0,175000.0,0,0,0,1,0,1
299,6,1950,2004,1092.0,1152.0,1152.0,1,6.0,1.0,300.0,158500.0,1,0,0,0,0,1
300,5,1953,1953,1165.0,1336.0,1336.0,1,5.0,1.0,375.0,157000.0,1,0,0,1,0,1
301,8,1998,1999,1028.0,1210.0,2452.0,2,9.0,2.0,683.0,267000.0,0,0,0,0,0,0
302,7,2001,2002,1541.0,1541.0,1541.0,2,6.0,3.0,843.0,205000.0,0,0,0,0,0,0
303,5,1972,1972,894.0,894.0,894.0,1,5.0,2.0,552.0,149900.0,1,0,0,1,0,1
304,7,1880,2002,1470.0,1675.0,2747.625,3,10.0,3.0,870.0,295000.0,1,0,0,0,0,1
305,8,2004,2005,2000.0,2000.0,2000.0,2,8.0,3.0,888.0,305900.0,0,0,0,0,0,0
306,7,1990,1991,700.0,1122.0,2243.0,2,8.0,3.0,746.0,225000.0,0,0,0,0,0,0
307,6,1920,1950,319.0,1035.0,1406.0,1,6.0,0.0,0.0,89500.0,1,0,0,0,0,1
308,4,1940,1950,861.0,861.0,861.0,1,4.0,2.0,539.0,82500.0,1,0,0,1,0,1
309,9,2003,2004,1896.0,1944.0,1944.0,2,8.0,3.0,708.0,340037.5,0,1,1,0,0,0
310,6,1993,1994,697.0,697.0,1501.0,2,6.0,2.0,420.0,165600.0,1,0,0,0,0,0
311,6,1948,2002,972.0,972.0,972.0,1,5.0,1.0,240.0,132000.0,1,0,0,1,0,1
312,5,1939,1950,793.0,793.0,1118.0,1,5.0,2.0,410.0,119900.0,1,0,0,1,0,0
313,7,1965,1965,2052.0,2036.0,2036.0,2,8.0,2.0,513.0,340037.5,1,0,0,1,0,0
314,7,1925,1990,728.0,832.0,1641.0,1,6.0,2.0,546.0,178000.0,1,0,1,0,0,1
315,7,2004,2005,716.0,716.0,1432.0,2,6.0,2.0,432.0,188500.0,0,0,0,0,0,0
316,7,1980,1980,845.0,1153.0,2353.0,2,10.0,2.0,484.0,260000.0,0,0,1,0,0,0
317,8,2006,2006,1088.0,1088.0,1959.0,2,8.0,3.0,938.25,270000.0,0,0,0,0,0,0
318,7,1993,1993,1347.0,1372.0,2646.0,2,9.0,3.0,656.0,260000.0,0,0,0,0,0,0
319,7,1980,1980,1372.0,1472.0,1472.0,2,6.0,2.0,588.0,187500.0,1,0,0,1,0,0
320,9,2006,2006,1249.0,1249.0,2596.0,3,9.0,3.0,840.0,340037.5,1,1,0,0,0,0
321,8,2004,2004,1136.0,1136.0,2468.0,2,10.0,3.0,872.0,340037.5,0,1,0,0,0,0
322,7,1986,1987,1502.0,1553.0,2730.0,2,8.0,2.0,576.0,301000.0,0,0,0,0,0,1
323,3,1955,2005,1162.0,1163.0,1163.0,1,6.0,1.0,220.0,126175.0,1,0,0,1,0,1
324,7,1967,2007,710.0,1898.0,2747.625,2,10.0,2.0,564.0,242000.0,0,0,0,0,0,0
325,5,1941,1950,720.0,803.0,803.0,1,5.0,2.0,360.0,87000.0,1,0,0,1,0,1
326,8,1993,1993,1719.0,1719.0,1719.0,1,6.0,2.0,473.0,324000.0,0,0,0,0,0,0
327,6,1960,1960,1383.0,1383.0,1383.0,1,7.0,1.0,292.0,145250.0,1,0,0,1,0,1
328,6,1916,1994,844.0,1445.0,2134.0,2,10.0,2.0,441.0,214500.0,1,0,0,0,0,1
329,5,1920,1950,596.0,596.0,1192.0,1,6.0,1.0,189.0,78000.0,1,0,0,1,0,1
330,5,1964,1964,1728.0,1728.0,1728.0,2,10.0,1.0,352.0,119000.0,1,0,0,1,0,1
331,5,1958,1992,1056.0,1056.0,1056.0,1,6.0,1.0,308.0,139000.0,1,0,0,1,0,1
332,8,2003,2004,2052.0,1629.0,1629.0,2,7.0,3.0,880.0,284000.0,0,0,0,0,0,0
333,7,2004,2004,1358.0,1358.0,1358.0,2,6.0,2.0,484.0,207000.0,0,0,0,0,0,0
334,6,1998,1998,943.0,943.0,1638.0,2,7.0,2.0,472.0,192000.0,1,0,0,1,0,0
335,5,1965,1965,1499.0,1619.0,1786.0,2,7.0,2.0,529.0,228950.0,1,0,0,1,0,1
336,9,2005,2006,1922.0,1922.0,1922.0,2,8.0,3.0,676.0,340037.5,0,1,0,0,0,0
337,7,2002,2003,1536.0,1536.0,1536.0,2,7.0,2.0,532.0,214000.0,0,0,0,0,0,0
338,7,1984,1998,1208.0,1621.0,1621.0,2,8.0,2.0,440.0,202500.0,0,0,0,0,0,0
339,6,1958,1998,1215.0,1215.0,1215.0,1,6.0,1.0,297.0,155000.0,1,0,0,1,0,1
340,8,2002,2002,967.0,993.0,1908.0,2,9.0,2.0,431.0,202900.0,0,0,0,0,0,0
341,4,1950,1950,721.0,841.0,841.0,1,4.0,1.0,294.0,82000.0,0,0,0,1,0,1
342,3,1949,1950,42.0,1040.0,1040.0,2,6.0,2.0,400.0,87500.0,1,0,0,1,0,0
343,9,2005,2005,1684.0,1684.0,1684.0,2,6.0,2.0,564.0,266000.0,0,1,1,0,1,0
344,5,1976,1976,536.0,536.0,1112.0,1,4.0,1.0,336.0,85000.0,1,0,0,1,0,0
345,6,1939,1950,972.0,972.0,1577.0,1,6.0,1.0,312.0,140200.0,1,0,0,0,0,1
346,6,1960,1998,958.0,958.0,958.0,1,5.0,1.0,301.0,151500.0,1,0,0,1,0,1
347,6,1960,1960,1478.0,1478.0,1478.0,2,6.0,2.0,498.0,157500.0,1,0,0,1,0,1
348,7,2003,2004,764.0,764.0,1626.0,2,6.0,2.0,474.0,154000.0,0,0,0,0,0,0
349,9,2005,2006,1848.0,1848.0,2728.0,2,10.0,3.0,706.0,340037.5,0,1,1,0,1,0
350,9,2007,2007,1869.0,1869.0,1869.0,2,6.0,2.0,617.0,318061.0,0,1,1,0,1,0
351,7,1986,1986,1453.0,1453.0,1453.0,1,6.0,2.0,445.0,190000.0,1,0,0,0,0,0
352,5,1941,1950,616.0,616.0,1111.0,1,5.0,1.0,200.0,95000.0,1,0,0,1,0,1
353,6,1928,2003,624.0,720.0,720.0,1,5.0,2.0,484.0,105900.0,1,0,0,1,0,1
354,6,1940,2000,940.0,1192.0,1595.0,1,6.0,1.0,240.0,140000.0,1,0,0,1,0,1
355,6,1995,1995,1200.0,1200.0,1200.0,2,6.0,2.0,521.0,177500.0,0,0,0,0,0,0
356,6,1992,1992,1158.0,1167.0,1167.0,2,6.0,2.0,400.0,173000.0,1,0,0,0,0,0
357,5,1976,1976,1142.0,1142.0,1142.0,1,6.0,2.0,528.0,134000.0,1,0,0,1,0,0
358,5,1958,1958,1062.0,1352.0,1352.0,1,6.0,1.0,288.0,130000.0,1,0,0,0,0,1
359,8,1998,1998,1086.0,1086.0,1924.0,2,7.0,2.0,592.0,280000.0,0,0,0,0,0,0
360,6,1978,1978,888.0,912.0,912.0,1,5.0,2.0,470.0,156000.0,1,0,0,1,0,0
361,5,1940,1982,883.0,988.0,1505.0,1,8.0,1.0,240.0,145000.0,1,0,0,1,0,1
362,7,2003,2003,42.0,495.0,1922.0,3,7.0,2.0,672.0,198500.0,0,0,0,0,0,0
363,6,1972,2007,483.0,483.0,987.0,1,5.0,1.0,264.0,118000.0,1,0,0,0,0,1
364,6,1976,1976,796.0,790.0,1574.0,2,6.0,2.0,566.0,190000.0,1,0,0,1,0,0
365,5,1920,1997,672.0,672.0,1344.0,1,6.0,1.0,468.0,147000.0,1,0,0,1,0,1
366,6,1963,1963,1394.0,1394.0,1394.0,1,6.0,2.0,514.0,159000.0,1,0,0,1,0,0
367,6,1962,1962,1099.0,1431.0,1431.0,1,6.0,1.0,296.0,165000.0,1,0,0,1,0,0
368,5,1954,1954,1268.0,1268.0,1268.0,1,7.0,1.0,244.0,132000.0,1,0,0,1,0,1
369,5,1959,2006,1063.0,1287.0,1287.0,1,7.0,2.0,576.0,162000.0,1,0,0,0,0,1
370,6,2000,2000,953.0,953.0,1664.0,2,7.0,2.0,460.0,172400.0,1,0,0,1,0,0
371,4,1959,1959,42.0,1120.0,1588.0,2,7.0,2.0,680.0,134432.0,1,0,0,1,0,0
372,6,1984,1984,744.0,752.0,752.0,1,4.0,1.0,264.0,125000.0,1,0,0,1,0,0
373,5,1953,1953,608.0,1319.0,1319.0,1,5.0,1.0,270.0,123000.0,1,0,0,1,0,1
374,7,2003,2004,847.0,847.0,1928.0,2,8.0,2.0,434.0,219500.0,0,0,0,0,0,0
375,1,1922,1950,683.0,904.0,904.0,0,4.0,0.0,0.0,61000.0,0,0,0,0,0,0
376,5,1996,1996,870.0,914.0,914.0,1,5.0,2.0,576.0,148000.0,0,0,0,1,0,0
377,8,2004,2005,1580.0,1580.0,2466.0,3,8.0,2.0,610.0,340000.0,0,0,0,0,0,0
378,9,2010,2010,1856.0,1856.0,1856.0,1,8.0,3.0,834.0,340037.5,0,1,1,0,0,0
379,6,2000,2000,982.0,1007.0,1800.0,2,7.0,2.0,463.0,179000.0,1,0,0,1,0,0
380,5,1924,1950,1026.0,1026.0,1691.0,2,6.0,1.0,308.0,127000.0,1,0,0,0,0,1
381,7,2006,2006,1293.0,1301.0,1301.0,2,5.0,2.0,572.0,187750.0,0,0,0,0,0,0
382,7,2006,2006,939.0,939.0,1797.0,2,8.0,2.0,639.0,213500.0,0,0,0,0,0,0
383,6,1928,1950,784.0,784.0,784.0,1,5.0,2.0,360.0,76000.0,1,0,0,1,0,0
384,6,1992,1992,1580.0,1079.0,1953.0,2,9.0,2.0,501.0,240000.0,0,0,0,0,0,0
385,8,2004,2005,1256.0,1269.0,1269.0,2,6.0,2.0,430.0,192000.0,0,0,0,0,0,0
386,5,1910,1996,658.0,658.0,1184.0,1,8.0,0.0,0.0,81000.0,1,0,0,1,0,1
387,6,1976,1976,1041.0,1125.0,1125.0,1,6.0,1.0,352.0,125000.0,1,0,0,1,0,1
388,7,1999,2000,1468.0,1479.0,1479.0,2,6.0,2.0,577.0,191000.0,0,0,0,0,0,0
389,10,2007,2008,1682.0,1742.0,2332.0,2,9.0,3.0,846.0,340037.5,0,1,1,0,1,0
390,5,1900,1950,861.0,961.0,1367.0,1,7.0,1.0,384.0,119000.0,1,0,0,1,0,1
391,6,2001,2002,804.0,804.0,1961.0,2,7.0,2.0,560.0,215000.0,1,1,0,0,0,0
392,5,1959,1959,42.0,882.0,882.0,1,5.0,1.0,294.0,106500.0,1,0,0,1,0,0
393,4,1941,1950,788.0,788.0,788.0,1,4.0,0.0,0.0,100000.0,1,0,0,1,0,1
394,5,1940,1950,735.0,735.0,1034.0,1,5.0,1.0,240.0,109000.0,1,0,0,1,0,1
395,5,1956,1956,1144.0,1144.0,1144.0,1,6.0,1.0,596.0,129000.0,1,0,0,1,0,1
396,5,1972,1972,894.0,894.0,894.0,1,6.0,2.0,600.0,123000.0,1,0,0,1,0,1
397,5,1962,1962,864.0,876.0,1812.0,2,8.0,1.0,264.0,169500.0,1,0,0,1,0,1
398,5,1920,1950,961.0,1077.0,1077.0,1,6.0,1.0,338.0,67000.0,1,0,0,1,0,0
399,7,2006,2007,1092.0,1112.0,1550.0,2,7.0,2.0,438.0,241000.0,0,0,0,0,0,0
400,8,1996,1996,1260.0,1288.0,1288.0,1,4.0,2.0,500.0,245500.0,0,0,1,0,0,0
401,7,2005,2005,1310.0,1310.0,1310.0,2,6.0,2.0,400.0,164990.0,0,0,0,0,0,0
402,5,1940,1997,672.0,672.0,672.0,1,4.0,1.0,240.0,108000.0,1,0,0,1,0,1
403,8,1998,1998,1141.0,1165.0,2263.0,2,10.0,2.0,420.0,258000.0,0,0,0,0,0,0
404,6,1995,1996,806.0,806.0,1572.0,2,7.0,2.0,373.0,168000.0,1,0,0,1,0,0
405,4,1976,1993,1281.0,1620.0,1620.0,2,8.0,2.0,490.0,150000.0,1,0,0,1,0,1
406,6,1936,1950,1064.0,1166.0,1639.0,1,6.0,1.0,240.0,115000.0,1,0,0,1,0,1
407,6,1915,1976,840.0,840.0,1680.0,2,8.0,1.0,308.0,177000.0,1,0,0,1,0,0
408,7,2006,2006,1063.0,1071.0,2172.0,2,9.0,3.0,938.25,280000.0,0,1,0,0,0,0
409,8,2007,2008,1034.0,1050.0,2078.0,2,8.0,3.0,836.0,339750.0,0,1,1,0,0,0
410,5,1958,1958,1276.0,1276.0,1276.0,1,5.0,1.0,350.0,60000.0,1,0,0,1,0,1
411,5,1955,1955,1056.0,1056.0,1056.0,1,5.0,2.0,572.0,145000.0,1,0,0,1,0,1
412,7,2009,2009,1470.0,1478.0,1478.0,2,7.0,2.0,484.0,222000.0,0,1,0,0,1,0
413,5,1927,1950,1008.0,1028.0,1028.0,1,5.0,2.0,360.0,115000.0,1,0,0,1,0,1
414,7,1993,1993,1080.0,1080.0,2097.0,2,9.0,3.0,678.0,228000.0,0,0,0,0,0,0
415,7,2007,2007,1340.0,1340.0,1340.0,2,6.0,2.0,396.0,181134.0,0,0,0,0,0,0
416,6,1978,1978,672.0,672.0,1400.0,1,6.0,2.0,440.0,149500.0,1,0,0,1,0,1
417,6,1918,1950,1370.0,1370.0,2624.0,2,10.0,3.0,864.0,239000.0,1,0,0,1,0,0
418,5,1940,1950,756.0,756.0,1134.0,1,7.0,1.0,240.0,126000.0,1,0,0,1,0,1
419,5,1968,1968,1056.0,1056.0,1056.0,1,6.0,1.0,304.0,142000.0,1,0,0,1,0,1
420,7,1997,1998,1344.0,1344.0,1344.0,2,8.0,3.5,784.0,206300.0,1,0,0,1,0,0
421,6,1977,2000,1602.0,1602.0,1602.0,2,8.0,2.0,529.0,215000.0,0,0,0,0,0,0
422,5,1954,1954,988.0,988.0,988.0,1,4.0,2.0,520.0,113000.0,1,0,0,1,0,1
423,8,1998,1998,1470.0,1470.0,2630.0,2,8.0,3.0,696.0,315000.0,0,0,0,0,0,0
424,6,1956,1956,1196.0,1196.0,1196.0,1,6.0,1.0,297.0,139000.0,1,0,0,1,0,0
425,7,1946,1992,651.0,707.0,1389.0,1,6.0,1.0,240.0,135000.0,1,0,0,1,0,1
426,7,1989,1989,1518.0,1644.0,1644.0,2,5.0,2.0,569.0,275000.0,0,0,0,0,0,0
427,4,1957,1957,907.0,907.0,907.0,1,5.0,1.0,352.0,109008.0,1,0,0,1,0,1
428,7,2007,2007,1208.0,1208.0,1208.0,2,6.0,2.0,628.0,195400.0,0,0,0,0,0,0
429,6,1988,1988,1392.0,1412.0,1412.0,2,6.0,2.0,576.0,175000.0,1,0,0,0,0,0
430,6,1971,1971,483.0,483.0,987.0,1,4.0,1.0,264.0,85400.0,1,0,0,1,0,1
431,6,1920,1998,901.0,1088.0,1198.0,1,7.0,0.0,0.0,79900.0,1,0,0,1,0,1
432,5,1971,1971,765.0,765.0,1365.0,1,6.0,2.0,440.0,122500.0,1,0,0,1,0,1
433,6,1997,1998,926.0,926.0,1604.0,2,7.0,2.0,470.0,181000.0,1,0,0,1,0,0
434,4,1972,1972,630.0,630.0,630.0,1,3.0,0.0,0.0,81000.0,1,0,0,1,0,0
435,7,1996,1996,799.0,827.0,1661.0,2,6.0,2.0,550.0,212000.0,0,0,0,0,0,0
436,6,1920,1950,648.0,734.0,1118.0,1,6.0,2.0,440.0,116000.0,1,0,0,1,0,0
437,6,1926,2004,884.0,904.0,904.0,1,4.0,1.0,180.0,119000.0,0,0,0,1,0,1
438,5,1913,2002,440.0,694.0,694.0,1,4.0,1.0,352.0,90350.0,1,0,0,0,0,1
439,6,1920,2000,684.0,684.0,1196.0,1,7.0,2.0,528.0,110000.0,1,0,0,0,0,1
440,10,2008,2008,2052.0,2155.125,2402.0,2,10.0,3.0,672.0,340037.5,0,1,1,0,1,0
441,4,1955,1955,1440.0,1440.0,1440.0,2,8.0,0.0,0.0,118000.0,1,0,0,0,0,1
442,5,1930,1992,1078.0,1128.0,1573.0,2,8.0,2.0,360.0,162900.0,1,0,0,1,0,1
443,7,2006,2007,1258.0,1258.0,1258.0,2,6.0,3.0,648.0,172500.0,0,1,0,0,0,0
444,7,1994,1995,915.0,933.0,1908.0,2,8.0,2.0,493.0,210000.0,0,0,0,0,0,0
445,6,1956,1956,1436.0,1689.0,1689.0,1,7.0,2.0,480.0,127500.0,1,0,0,1,0,1
446,6,1966,2002,1517.0,1888.0,1888.0,2,6.0,2.0,578.0,190000.0,0,0,0,0,0,1
447,7,1998,1999,930.0,956.0,1886.0,2,10.0,2.0,431.0,199900.0,0,0,0,0,0,0
448,6,1937,1950,780.0,780.0,1376.0,2,7.0,1.0,198.0,119500.0,1,0,0,1,0,1
449,3,1948,2002,649.0,679.0,1183.0,1,6.0,1.0,308.0,120000.0,1,0,0,1,0,1
450,6,1930,2005,813.0,813.0,813.0,1,5.0,1.0,270.0,110000.0,1,0,0,0,0,1
451,7,1975,1975,1533.0,1533.0,1533.0,2,5.0,2.0,576.0,280000.0,1,0,0,0,0,0
452,6,1996,1997,872.0,888.0,1756.0,2,7.0,2.0,422.0,204000.0,0,1,0,1,0,0
453,8,2008,2008,768.0,786.0,1590.0,2,6.0,2.0,676.0,210000.0,0,0,0,0,0,0
454,5,1976,1976,1728.0,1728.0,1728.0,2,8.0,2.0,560.0,188000.0,1,0,0,1,0,1
455,7,1973,1973,1242.0,1242.0,1242.0,1,6.0,2.0,528.0,175500.0,1,0,0,1,0,1
456,5,1916,1950,624.0,624.0,1344.0,1,7.0,3.0,513.0,98000.0,1,0,0,1,0,1
457,4,1954,1994,1364.0,1663.0,1663.0,1,6.0,2.0,529.0,256000.0,1,0,0,0,0,0
458,8,1925,1996,588.0,833.0,1666.0,1,7.0,1.0,228.0,161000.0,1,0,0,0,0,1
459,5,1950,1950,709.0,979.0,1203.0,1,5.0,1.0,352.0,110000.0,1,0,0,0,0,1
460,8,2009,2009,832.0,832.0,1935.0,2,8.0,2.0,552.0,263435.0,0,0,0,1,0,0
461,7,1936,2007,560.0,575.0,1135.0,1,6.0,2.0,576.0,155000.0,0,0,0,0,0,0
462,5,1965,1965,864.0,864.0,864.0,1,5.0,1.0,360.0,62383.0,1,0,0,1,0,1
463,6,1934,1995,715.0,849.0,1660.0,1,6.0,1.0,240.0,188700.0,1,0,0,1,0,1
464,5,1978,1978,1040.0,1040.0,1040.0,2,5.0,0.0,0.0,124000.0,1,0,0,1,0,0
465,7,2004,2004,1375.0,1414.0,1414.0,2,6.0,2.0,398.0,178740.0,0,0,0,0,0,0
466,7,1970,1970,1277.0,1277.0,1277.0,1,5.0,2.0,526.0,167000.0,1,0,0,1,0,1
467,5,1942,1995,728.0,888.0,1644.0,1,7.0,1.0,312.0,146500.0,1,0,0,0,0,1
468,8,2006,2006,1626.0,1634.0,1634.0,2,7.0,3.0,866.0,250000.0,0,0,0,0,0,0
469,6,1993,1993,832.0,832.0,1710.0,2,7.0,2.0,506.0,187000.0,0,0,0,0,0,0
470,8,1985,1985,1488.0,1502.0,1502.0,1,4.0,2.0,528.0,212000.0,0,0,0,0,0,0
471,7,1977,1977,808.0,1161.0,1969.0,2,8.0,2.0,534.0,190000.0,1,0,0,1,0,0
472,6,2005,2005,547.0,1072.0,1072.0,1,5.0,2.0,525.0,148000.0,1,0,0,1,0,0
473,8,2006,2007,1976.0,1976.0,1976.0,2,7.0,3.0,908.0,340037.5,0,1,0,0,0,0
474,8,2000,2000,1494.0,1652.0,1652.0,2,6.0,2.0,499.0,251000.0,0,0,1,0,0,0
475,5,1963,1963,970.0,970.0,970.0,1,5.0,2.0,624.0,132500.0,1,0,0,1,0,1
476,6,1997,1998,1478.0,1493.0,1493.0,2,7.0,2.0,508.0,208900.0,1,0,0,0,0,0
477,9,2006,2006,2052.0,2069.0,2643.0,2,9.0,3.0,694.0,340037.5,0,0,1,0,1,0
478,8,2007,2008,1705.0,1718.0,1718.0,2,7.0,3.0,826.0,297000.0,0,1,0,0,0,0
479,4,1937,2000,907.0,1131.0,1131.0,1,7.0,2.0,672.0,89471.0,1,0,0,1,0,0
480,9,2004,2005,1833.0,1850.0,1850.0,2,8.0,3.0,772.0,326000.0,0,1,0,0,0,0
481,9,2003,2004,1792.0,1792.0,1792.0,2,6.0,3.0,874.0,340037.5,0,1,1,0,0,0
482,7,1915,2005,910.0,916.0,1826.0,1,7.0,1.0,164.0,155000.0,0,0,1,0,0,1
483,6,1998,1998,1216.0,1216.0,1216.0,2,5.0,2.0,402.0,164000.0,1,1,0,1,0,0
484,5,1962,2001,999.0,999.0,999.0,1,6.0,1.0,264.0,132500.0,1,0,0,0,0,1
485,5,1950,2007,1113.0,1113.0,1113.0,1,5.0,1.0,264.0,147000.0,0,0,0,0,0,1
486,5,1965,1965,1073.0,1073.0,1073.0,1,6.0,2.0,515.0,156000.0,1,0,0,1,0,1
487,5,1971,1971,1484.0,1484.0,1484.0,2,7.0,2.0,487.0,175000.0,1,0,0,1,0,0
488,5,1900,1970,954.0,1766.0,2414.0,2,10.0,2.0,520.0,160000.0,1,0,0,1,0,1
489,4,1970,2002,630.0,630.0,630.0,1,3.0,1.0,286.0,86000.0,1,0,0,0,0,0
490,5,1976,1976,264.0,616.0,1304.0,1,4.0,1.0,336.0,115000.0,1,0,0,1,0,0
491,6,1941,1950,806.0,958.0,1578.0,1,5.0,1.0,240.0,133000.0,1,0,0,0,0,1
492,6,2006,2006,728.0,728.0,1456.0,2,8.0,2.0,429.0,172785.0,0,0,0,1,0,0
493,5,1960,1960,1269.0,1269.0,1269.0,1,6.0,1.0,308.0,155000.0,1,0,0,1,0,1
494,5,1938,1996,190.0,886.0,886.0,1,4.0,1.0,273.0,91300.0,1,0,0,1,0,0
495,4,1920,1950,720.0,720.0,720.0,1,4.0,0.0,0.0,34900.0,1,0,0,1,0,1
496,8,1992,1993,2052.0,2155.125,2747.625,3,10.0,2.0,546.0,340037.5,0,0,0,0,0,0
497,7,1925,1950,1026.0,1133.0,1820.0,2,8.0,1.0,240.0,184000.0,1,0,0,1,0,1
498,5,1967,2004,864.0,899.0,899.0,1,5.0,1.0,288.0,130000.0,1,0,0,0,0,1
499,5,1958,1985,912.0,912.0,912.0,1,5.0,1.0,297.0,120000.0,1,0,0,1,0,1
500,6,1973,1973,672.0,672.0,1218.0,1,7.0,1.0,264.0,113000.0,1,0,0,1,0,1
